,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
46,RV,<,NR,USC,Pac-12,0-0,1,RV,DNP,PreseasonAug 19[1],2019,,
47,NR,<,12,Kentucky,SEC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
48,NR,<,NR,Baylor,Big 12,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
49,NR,<,NR,Boston College,ACC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
50,NR,<,NR,Duke,ACC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
51,NR,<,NR,Florida State,ACC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
52,NR,<,NR,Houston,AAC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
53,NR,<,NR,Mississippi,SEC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
54,NR,<,NR,NC State,ACC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
55,NR,<,NR,North Texas,CUSA,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
56,NR,<,NR,Temple,AAC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
57,NR,<,NR,Tennessee,SEC,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
58,NR,<,NR,Troy,Sun Belt,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
59,NR,<,NR,UCLA,Pac-12,0-0,0,RV,DNP,PreseasonAug 19[1],2019,,
60,1,<,1,Clemson (54),ACC,1-0,1542,*1,W 52-14 H Georgia Tech,Week 1Sep 3[2],2019,,
61,2,<,2,Alabama (8),SEC,1-0,1493,*2,W 42-3 H Duke,Week 1Sep 3[2],2019,,
62,3,<,3,Georgia,SEC,1-0,1407,3,W 30-6 A Vanderbilt,Week 1Sep 3[2],2019,,
63,4,<,4,Oklahoma,Big 12,1-0,1337,4,W 49-31 H Houston,Week 1Sep 3[2],2019,,
64,5,<,5,Ohio State,Big Ten,1-0,1270,5,W 45-21 H Florida Atlantic,Week 1Sep 3[2],2019,,
65,6,<,6,LSU,SEC,1-0,1233,6,W 55-3 H Georgia Southern,Week 1Sep 3[2],2019,,
66,7,<,7,Michigan,Big Ten,1-0,1126,7,W 40-21 H Middle Tennessee,Week 1Sep 3[2],2019,,
67,8,<,9,Notre Dame,Ind,1-0,1037,8,W 35-17 A Louisville,Week 1Sep 3[2],2019,,
68,9,<,10,Texas,Big 12,1-0,1032,9,W 45-14 H Louisiana Tech,Week 1Sep 3[2],2019,,
69,10,<,16,Auburn,SEC,1-0,958,13,W 27-21 N #11 Oregon,Week 1Sep 3[2],2019,,
70,11,<,8,Florida,SEC,1-0,940,10,W 24-20 N Miami (FL),Week 1Sep 3[2],2019,,
71,12,<,12,Texas A&M,SEC,1-0,862,11,W 41-7 H Texas State,Week 1Sep 3[2],2019,,
72,13,<,14,Utah,Pac-12,1-0,826,15,W 30-12 A BYU,Week 1Sep 3[2],2019,,
73,14,<,13,Washington,Pac-12,1-0,768,12,W 47-14 H Eastern Washington,Week 1Sep 3[2],2019,,
74,15,<,15,Penn State,Big Ten,1-0,688,14,W 79-7 H Idaho,Week 1Sep 3[2],2019,,
75,16,<,11,Oregon,Pac-12,0-1,568,18,L 27-21 N #16 Auburn,Week 1Sep 3[2],2019,,
76,17,<,19,Wisconsin,Big Ten,1-0,519,16,W 49-0 A South Florida,Week 1Sep 3[2],2019,,
77,18,<,17,UCF,AAC,1-0,445,17,W 62-0 H Florida A&M,Week 1Sep 3[2],2019,,
78,19,<,18,Michigan State,Big Ten,1-0,409,20,W 28-7 H Tulsa,Week 1Sep 3[2],2019,,
79,20,<,20,Iowa,Big Ten,1-0,351,19,W 38-14 H Miami (OH),Week 1Sep 3[2],2019,,
80,21,<,22,Syracuse,ACC,1-0,246,22,W 24-0 A Liberty,Week 1Sep 3[2],2019,,
81,22,<,23,Washington State,Pac-12,1-0,244,21,W 58-7 H New Mexico State,Week 1Sep 3[2],2019,,
82,23,<,25,Stanford,Pac-12,1-0,198,23,W 17-7 H Northwestern,Week 1Sep 3[2],2019,,
83,24,<,NR,Boise State,MWC,1-0,179,24,W 36-31 A Florida State,Week 1Sep 3[2],2019,,
84,25,<,21,Iowa State,Big 12,1-0,86,RV,W 29-26 (3OT) H Northern Iowa,Week 1Sep 3[2],2019,,
85,25,<,24,Nebraska,Big Ten,1-0,86,25,W 35-21 H South Alabama,Week 1Sep 3[2],2019,,
86,RV,<,NR,Virginia,ACC,1-0,73,RV,W 30-14 A Pittsburgh,Week 1Sep 3[2],2019,,
87,RV,<,NR,TCU,Big 12,1-0,61,RV,W 39-7 H Arkansas-Pine Bluff,Week 1Sep 3[2],2019,,
88,RV,<,NR,Mississippi State,SEC,1-0,50,RV,W 38-28 A Louisiana,Week 1Sep 3[2],2019,,
89,RV,<,NR,Cincinnati,AAC,1-0,48,RV,W 24-14 H UCLA,Week 1Sep 3[2],2019,,
90,RV,<,NR,Army,Ind,1-0,31,RV,W 14-7 H Rice,Week 1Sep 3[2],2019,,
91,RV,<,NR,Miami (FL),ACC,0-1,10,RV,L 24-20 N #8 Florida,Week 1Sep 3[2],2019,,
92,RV,<,NR,Oklahoma State,Big 12,1-0,8,RV,W 52-36 A Oregon State,Week 1Sep 3[2],2019,,
93,RV,<,NR,Memphis,AAC,1-0,6,RV,W 15-10 H Mississippi,Week 1Sep 3[2],2019,,
94,RV,<,NR,Appalachian State,Sun Belt,1-0,4,RV,W 42-7 H East Tennessee State,Week 1Sep 3[2],2019,,
95,RV,<,NR,Arizona State,Pac-12,1-0,4,RV,W 30-7 H Kent State,Week 1Sep 3[2],2019,,
96,RV,<,NR,Minnesota,Big Ten,1-0,2,RV,W 28-21 H South Dakota State,Week 1Sep 3[2],2019,,
97,RV,<,NR,Boston College,ACC,1-0,1,RV,W 35-28 H Virginia Tech,Week 1Sep 3[2],2019,,
98,RV,<,NR,North Carolina,ACC,1-0,1,RV,W 24-20 N South Carolina,Week 1Sep 3[2],2019,,
99,RV,<,NR,USC,Pac-12,1-0,1,RV,W 31-23 H Fresno State,Week 1Sep 3[2],2019,,
100,NR,<,NR,Fresno State,MWC,0-1,0,RV,L 31-23 A USC,Week 1Sep 3[2],2019,,
101,NR,<,NR,Hawaii,MWC,1-0,0,RV,W 45-38 H Arizona,Week 1Sep 3[2],2019,,
102,NR,<,NR,Kentucky,SEC,1-0,0,RV,W 38-24 H Toledo,Week 1Sep 3[2],2019,,
103,NR,<,NR,Navy,AAC,1-0,0,RV,W 45-7 H Holy Cross,Week 1Sep 3[2],2019,,
104,NR,<,NR,NC State,ACC,1-0,0,RV,W 34-6 H East Carolina,Week 1Sep 3[2],2019,,
105,NR,<,NR,Northwestern,Big Ten,0-1,0,RV,L 17-7 A #23 Stanford,Week 1Sep 3[2],2019,,
106,NR,<,NR,Troy,Sun Belt,1-0,0,RV,W 43-14 H Campbell,Week 1Sep 3[2],2019,,
107,NR,<,NR,Tulane,AAC,1-0,0,RV,W 42-14 H FIU,Week 1Sep 3[2],2019,,
108,NR,<,NR,Wyoming,MWC,1-0,0,RV,W 37-31 H Missouri,Week 1Sep 3[2],2019,,
109,1,<,1,Clemson (56),ACC,2-0,1544,*1,W 24-10 H #12 Texas A&M,Week 2Sep 8[3],2019,,
110,2,<,2,Alabama (6),SEC,2-0,1489,*2,W 62-10 H New Mexico State,Week 2Sep 8[3],2019,,
111,3,<,3,Georgia,SEC,2-0,1385,3,W 63-17 H Murray State,Week 2Sep 8[3],2019,,
112,4,<,6,LSU,SEC,2-0,1336,5,W 45-38 A #9 Texas,Week 2Sep 8[3],2019,,
113,5,<,4,Oklahoma,Big 12,2-0,1315,4,W 70-14 H South Dakota,Week 2Sep 8[3],2019,,
114,6,<,5,Ohio State,Big Ten,2-0,1291,6,W 42-0 H Cincinnati,Week 2Sep 8[3],2019,,
115,7,<,8,Notre Dame,Ind,1-0,1072,7,DNP,Week 2Sep 8[3],2019,,
116,8,<,10,Auburn,SEC,2-0,1056,9,W 24-6 H Tulane,Week 2Sep 8[3],2019,,
117,9,<,11,Florida,SEC,2-0,997,8,W 45-0 H Tennessee-Martin,Week 2Sep 8[3],2019,,
118,10,<,7,Michigan,Big Ten,2-0,936,10,W 24-21 (2OT) H Army,Week 2Sep 8[3],2019,,
119,11,<,13,Utah,Pac-12,2-0,905,12,W 35-17 H Northern Illinois,Week 2Sep 8[3],2019,,
120,12,<,9,Texas,Big 12,1-1,877,13,L 45-38 H #6 LSU,Week 2Sep 8[3],2019,,
121,13,<,15,Penn State,Big Ten,2-0,781,11,W 45-13 H Buffalo,Week 2Sep 8[3],2019,,
122,14,<,17,Wisconsin,Big Ten,2-0,714,14,W 61-0 H Central Michigan,Week 2Sep 8[3],2019,,
123,15,<,16,Oregon,Pac-12,1-1,677,17,W 77-6 H Nevada,Week 2Sep 8[3],2019,,
124,16,<,12,Texas A&M,SEC,1-1,643,15,L 24-10 A #1 Clemson,Week 2Sep 8[3],2019,,
125,17,<,18,UCF,AAC,2-0,544,16,W 48-14 A Florida Atlantic,Week 2Sep 8[3],2019,,
126,18,<,19,Michigan State,Big Ten,2-0,495,19,W 51-17 H Western Michigan,Week 2Sep 8[3],2019,,
127,19,<,20,Iowa,Big Ten,2-0,473,18,W 30-0 H Rutgers,Week 2Sep 8[3],2019,,
128,20,<,22,Washington State,Pac-12,2-0,343,20,W 59-17 H Northern Colorado,Week 2Sep 8[3],2019,,
129,21,<,NR,Maryland,Big Ten,2-0,207,25,W 63-20 H #21 Syracuse,Week 2Sep 8[3],2019,,
130,22,<,24,Boise State,MWC,2-0,164,22,W 14-7 H Marshall,Week 2Sep 8[3],2019,,
131,23,<,14,Washington,Pac-12,1-1,161,21,L 20-19 H California,Week 2Sep 8[3],2019,,
132,24,<,NR,USC,Pac-12,2-0,137,24,W 45-20 H #23 Stanford,Week 2Sep 8[3],2019,,
133,25,<,NR,Virginia,ACC,2-0,122,RV,W 52-17 H William & Mary,Week 2Sep 8[3],2019,,
134,RV,<,25,Iowa State,Big 12,1-0,96,RV,DNP,Week 2Sep 8[3],2019,,
135,RV,<,NR,California,Pac-12,2-0,95,RV,W 20-19 A #14 Washington,Week 2Sep 8[3],2019,,
136,RV,<,NR,Mississippi State,SEC,2-0,73,23,W 38-15 H Southern Miss,Week 2Sep 8[3],2019,,
137,RV,<,NR,TCU,Big 12,1-0,66,RV,DNP,Week 2Sep 8[3],2019,,
138,RV,<,NR,North Carolina,ACC,2-0,48,RV,W 28-25 H Miami (FL),Week 2Sep 8[3],2019,,
139,RV,<,NR,Army,Ind,1-1,42,RV,L 24-21 (2OT) A #7 Michigan,Week 2Sep 8[3],2019,,
140,RV,<,NR,Colorado,Pac-12,2-0,21,RV,W 34-31 (1OT) H #25 Nebraska,Week 2Sep 8[3],2019,,
141,RV,<,NR,Oklahoma State,Big 12,2-0,20,RV,W 56-14 H McNeese State,Week 2Sep 8[3],2019,,
142,RV,<,NR,Memphis,AAC,2-0,12,RV,W 55-24 H Southern,Week 2Sep 8[3],2019,,
143,RV,<,NR,Arizona State,Pac-12,2-0,4,RV,W 19-7 H Sacramento State,Week 2Sep 8[3],2019,,
144,RV,<,21,Syracuse,ACC,1-1,2,NR,L 63-20 A Maryland,Week 2Sep 8[3],2019,,
145,RV,<,NR,Appalachian State,Sun Belt,2-0,2,RV,W 56-41 H Charlotte,Week 2Sep 8[3],2019,,
146,RV,<,NR,Boston College,ACC,2-0,2,RV,W 45-13 H Richmond,Week 2Sep 8[3],2019,,
147,RV,<,NR,Kentucky,SEC,2-0,2,RV,W 38-17 H Eastern Michigan,Week 2Sep 8[3],2019,,
148,RV,<,NR,Minnesota,Big Ten,2-0,1,RV,W 38-35 (2OT) A Fresno State,Week 2Sep 8[3],2019,,
149,NR,<,23,Stanford,Pac-12,1-1,0,RV,L 45-20 A USC,Week 2Sep 8[3],2019,,
150,NR,<,25,Nebraska,Big Ten,1-1,0,RV,L 34-31 (1OT) A Colorado,Week 2Sep 8[3],2019,,
151,NR,<,NR,Hawaii,MWC,2-0,0,RV,W 31-28 H Oregon State,Week 2Sep 8[3],2019,,
152,NR,<,NR,Navy,AAC,1-0,0,RV,DNP,Week 2Sep 8[3],2019,,
153,NR,<,NR,NC State,ACC,2-0,0,RV,W 41-0 H Western Carolina,Week 2Sep 8[3],2019,,
154,NR,<,NR,Troy,Sun Belt,1-0,0,RV,DNP,Week 2Sep 8[3],2019,,
155,NR,<,NR,Tulane,AAC,1-1,0,RV,L 24-6 A #10 Auburn,Week 2Sep 8[3],2019,,
156,NR,<,NR,Wake Forest,ACC,2-0,0,RV,W 41-21 A Rice,Week 2Sep 8[3],2019,,
157,NR,<,NR,Wyoming,MWC,2-0,0,RV,W 23-14 A Texas State,Week 2Sep 8[3],2019,,
158,1,<,1,Clemson (57),ACC,3-0,1545,*1,W 41-6 A Syracuse,Week 3Sep 15[4],2019,0,
159,2,<,2,Alabama (5),SEC,3-0,1488,*2,W 47-23 A South Carolina,Week 3Sep 15[4],2019,0,
160,3,<,3,Georgia,SEC,3-0,1386,3,W 55-0 H Arkansas State,Week 3Sep 15[4],2019,0,
161,4,<,4,LSU,SEC,3-0,1339,5,W 65-14 H Northwestern State,Week 3Sep 15[4],2019,+2,
162,5,<,5,Oklahoma,Big 12,3-0,1310,4,W 48-14 A UCLA,Week 3Sep 15[4],2019,-1,
163,6,<,6,Ohio State,Big Ten,3-0,1292,6,W 51-10 A Indiana,Week 3Sep 15[4],2019,-1,
164,7,<,7,Notre Dame,Ind,2-0,1099,7,W 66-14 H New Mexico,Week 3Sep 15[4],2019,+1,
165,8,<,8,Auburn,SEC,3-0,1079,9,W 55-16 H Kent State,Week 3Sep 15[4],2019,+2,
166,9,<,9,Florida,SEC,3-0,959,8,W 29-21 A Kentucky,Week 3Sep 15[4],2019,+2,
167,10,<,11,Utah,Pac-12,3-0,929,11,W 31-0 H Idaho State,Week 3Sep 15[4],2019,+3,
168,11,<,10,Michigan,Big Ten,2-0,917,10,DNP,Week 3Sep 15[4],2019,-4,
169,12,<,12,Texas,Big 12,2-1,888,13,W 48-13 A Rice,Week 3Sep 15[4],2019,-3,
170,13,<,13,Penn State,Big Ten,3-0,726,12,W 17-10 H Pittsburgh,Week 3Sep 15[4],2019,+1,
171,13,<,14,Wisconsin,Big Ten,2-0,726,14,DNP,Week 3Sep 15[4],2019,+4,
172,15,<,17,UCF,AAC,3-0,703,16,W 45-27 H Stanford,Week 3Sep 15[4],2019,+3,
173,16,<,15,Oregon,Pac-12,2-1,670,17,W 35-3 H Montana,Week 3Sep 15[4],2019,0,
174,17,<,16,Texas A&M,SEC,2-1,665,15,W 62-3 H Lamar,Week 3Sep 15[4],2019,-5,
175,18,<,19,Iowa,Big Ten,3-0,539,18,W 18-17 A Iowa State,Week 3Sep 15[4],2019,+2,
176,19,<,20,Washington State,Pac-12,3-0,452,19,W 31-24 A Houston,Week 3Sep 15[4],2019,+3,
177,20,<,22,Boise State,MWC,3-0,277,20,W 45-10 H Portland State,Week 3Sep 15[4],2019,+4,
178,21,<,25,Virginia,ACC,3-0,252,22,W 31-24 H Florida State,Week 3Sep 15[4],2019,+5,
179,22,<,23,Washington,Pac-12,2-1,183,21,W 52-20 H Hawaii,Week 3Sep 15[4],2019,-8,
180,23,<,NR,California,Pac-12,3-0,164,23,W 23-17 H North Texas,Week 3Sep 15[4],2019,--,
181,24,<,NR,Arizona State,Pac-12,3-0,156,24,W 10-7 A #18 Michigan State,Week 3Sep 15[4],2019,+2,
182,25,<,NR,TCU,Big 12,2-0,104,RV,W 34-13 A Purdue,Week 3Sep 15[4],2019,+1,
183,RV,<,NR,Kansas State,Big 12,3-0,91,25,W 31-24 A Mississippi State,Week 3Sep 15[4],2019,--,
184,RV,<,NR,Oklahoma State,Big 12,3-0,51,RV,W 40-21 A Tulsa,Week 3Sep 15[4],2019,--,
185,RV,<,NR,Army,Ind,2-1,50,RV,W 31-13 A UTSA,Week 3Sep 15[4],2019,--,
186,RV,<,18,Michigan State,Big Ten,2-1,37,RV,L 10-7 H Arizona State,Week 3Sep 15[4],2019,-7,
187,RV,<,NR,Memphis,AAC,3-0,26,RV,W 42-6 A South Alabama,Week 3Sep 15[4],2019,--,
188,RV,<,NR,Wake Forest,ACC,3-0,14,RV,W 24-18 H North Carolina,Week 3Sep 15[4],2019,--,
189,RV,<,NR,BYU,Ind,2-1,12,RV,W 30-27 (1OT) H #24 USC,Week 3Sep 15[4],2019,--,
190,RV,<,NR,Iowa State,Big 12,1-1,7,RV,L 18-17 H #19 Iowa,Week 3Sep 15[4],2019,-1,
191,RV,<,NR,Temple,AAC,2-0,7,RV,W 20-17 H #21 Maryland,Week 3Sep 15[4],2019,--,
192,RV,<,NR,Mississippi State,SEC,2-1,4,RV,L 31-24 H Kansas State,Week 3Sep 15[4],2019,--,
193,RV,<,NR,Appalachian State,Sun Belt,2-0,2,RV,DNP,Week 3Sep 15[4],2019,--,
194,RV,<,NR,Minnesota,Big Ten,3-0,1,RV,W 35-32 H Georgia Southern,Week 3Sep 15[4],2019,--,
195,NR,<,21,Maryland,Big Ten,2-1,0,NR,L 20-17 A Temple,Week 3Sep 15[4],2019,--,
196,NR,<,24,USC,Pac-12,2-1,0,NR,L 30-27 (1OT) A BYU,Week 3Sep 15[4],2019,--,
197,NR,<,NR,Arizona,Pac-12,2-1,0,RV,W 28-14 H Texas Tech,Week 3Sep 15[4],2019,--,
198,NR,<,NR,Duke,ACC,2-1,0,RV,W 41-18 A Middle Tennessee,Week 3Sep 15[4],2019,--,
199,NR,<,NR,Kentucky,SEC,2-1,0,RV,L 29-21 H #9 Florida,Week 3Sep 15[4],2019,--,
200,NR,<,NR,Navy,AAC,2-0,0,RV,W 42-10 H East Carolina,Week 3Sep 15[4],2019,--,
201,NR,<,NR,Nebraska,Big Ten,2-1,0,RV,W 44-8 H Northern Illinois,Week 3Sep 15[4],2019,-1,
202,NR,<,NR,SMU,AAC,3-0,0,RV,W 47-17 H Texas State,Week 3Sep 15[4],2019,--,
203,NR,<,NR,Tulane,AAC,2-1,0,RV,W 58-6 H Missouri State,Week 3Sep 15[4],2019,--,
204,NR,<,NR,Wyoming,MWC,3-0,0,RV,W 21-16 H Idaho,Week 3Sep 15[4],2019,--,
205,1,<,1,Clemson (55),ACC,4-0,1543,*1,W 52-10 H Charlotte,Week 4Sep 22[5],2019,0,
206,2,<,2,Alabama (6),SEC,4-0,1485,*2,W 49-7 H Southern Mississippi,Week 4Sep 22[5],2019,0,
207,3,<,3,Georgia (1),SEC,4-0,1400,*3,W 23-17 H #7 Notre Dame,Week 4Sep 22[5],2019,0,
208,4,<,4,LSU,SEC,4-0,1344,5,W 66-38 A Vanderbilt,Week 4Sep 22[5],2019,0,
209,5,<,6,Ohio State,Big Ten,4-0,1288,6,W 76-5 H Miami (OH),Week 4Sep 22[5],2019,+1,
210,6,<,5,Oklahoma,Big 12,3-0,1283,4,DNP,Week 4Sep 22[5],2019,-1,
211,7,<,8,Auburn,SEC,4-0,1169,7,W 28-20 A #17 Texas A&M,Week 4Sep 22[5],2019,+1,
212,8,<,13,Wisconsin,Big Ten,3-0,1071,9,W 35-14 H #11 Michigan,Week 4Sep 22[5],2019,+6,
213,9,<,9,Florida,SEC,4-0,1022,8,W 34-3 H Tennessee,Week 4Sep 22[5],2019,0,
214,10,<,7,Notre Dame,Ind,2-1,989,10,L 23-17 A #3 Georgia,Week 4Sep 22[5],2019,-3,
215,11,<,12,Texas,Big 12,3-1,968,12,W 36-30 H Oklahoma State,Week 4Sep 22[5],2019,+1,
216,12,<,13,Penn State,Big Ten,3-0,848,11,DNP,Week 4Sep 22[5],2019,+1,
217,13,<,16,Oregon,Pac-12,3-1,839,13,W 21-6 A Stanford,Week 4Sep 22[5],2019,+2,
218,14,<,18,Iowa,Big Ten,3-0,714,14,DNP,Week 4Sep 22[5],2019,+5,
219,15,<,23,California,Pac-12,4-0,547,16,W 28-20 A Mississippi,Week 4Sep 22[5],2019,+11,
220,16,<,20,Boise State,MWC,4-0,524,15,W 30-19 H Air Force,Week 4Sep 22[5],2019,+6,
221,17,<,22,Washington,Pac-12,3-1,498,17,W 45-19 A BYU,Week 4Sep 22[5],2019,+6,
222,18,<,21,Virginia,ACC,4-0,430,18,W 28-17 H Old Dominion,Week 4Sep 22[5],2019,+7,
223,19,<,10,Utah,Pac-12,3-1,426,19,L 30-23 A USC,Week 4Sep 22[5],2019,-8,
224,20,<,11,Michigan,Big Ten,2-1,287,20,L 35-14 A #13 Wisconsin,Week 4Sep 22[5],2019,-10,
225,21,<,NR,USC,Pac-12,3-1,257,25,W 30-23 H #10 Utah,Week 4Sep 22[5],2019,+3,
226,22,<,15,UCF,AAC,3-1,252,23,L 35-34 A Pittsburgh,Week 4Sep 22[5],2019,-5,
227,23,<,17,Texas A&M,SEC,2-2,233,21,L 28-20 H #8 Auburn,Week 4Sep 22[5],2019,-7,
228,24,<,NR,Kansas State,Big 12,3-0,230,22,DNP,Week 4Sep 22[5],2019,--,
229,25,<,NR,Michigan State,Big Ten,3-1,104,RV,W 31-10 A Northwestern,Week 4Sep 22[5],2019,-7,
230,RV,<,NR,Wake Forest,ACC,4-0,73,24,W 49-7 H Elon,Week 4Sep 22[5],2019,--,
231,RV,<,NR,Oklahoma State,Big 12,3-1,57,RV,L 36-30 A #12 Texas,Week 4Sep 22[5],2019,--,
232,RV,<,NR,SMU,AAC,4-0,55,RV,W 41-38 A #25 TCU,Week 4Sep 22[5],2019,--,
233,RV,<,NR,Army,Ind,3-1,46,RV,W 52-21 H Morgan State,Week 4Sep 22[5],2019,--,
234,RV,<,NR,Memphis,AAC,3-0,42,RV,DNP,Week 4Sep 22[5],2019,--,
235,RV,<,NR,Iowa State,Big 12,2-1,31,RV,W 72-20 H Louisiana Monroe,Week 4Sep 22[5],2019,--,
236,RV,<,NR,Appalachian State,Sun Belt,3-0,24,RV,W 34-31 A North Carolina,Week 4Sep 22[5],2019,--,
237,RV,<,19,Washington State,Pac-12,3-1,21,RV,L 67-63 H UCLA,Week 4Sep 22[5],2019,-6,
238,RV,<,NR,Mississippi State,SEC,3-1,14,RV,W 28-13 H Kentucky,Week 4Sep 22[5],2019,--,
239,RV,<,NR,Missouri,SEC,3-1,14,NR,W 34-14 H South Carolina,Week 4Sep 22[5],2019,--,
240,RV,<,NR,Pittsburgh,ACC,2-2,6,NR,W 35-34 H #15 UCF,Week 4Sep 22[5],2019,--,
241,RV,<,24,Arizona State,Pac-12,3-1,5,RV,L 34-31 H Colorado,Week 4Sep 22[5],2019,--,
242,RV,<,NR,Colorado,Pac-12,3-1,5,RV,W 34-31 A #24 Arizona State,Week 4Sep 22[5],2019,--,
243,RV,<,NR,Minnesota,Big Ten,3-0,5,RV,DNP,Week 4Sep 22[5],2019,--,
244,RV,<,NR,Tulane,AAC,3-1,1,RV,W 38-31 H Houston,Week 4Sep 22[5],2019,--,
245,NR,<,25,TCU,Big 12,2-1,0,RV,L 41-38 H SMU,Week 4Sep 22[5],2019,--,
246,NR,<,NR,Arizona,Pac-12,2-1,0,RV,DNP,Week 4Sep 22[5],2019,--,
