,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
45,NR,<,NR,Arizona,Pac-12,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
46,NR,<,NR,Arkansas,SEC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
47,NR,<,NR,Army,Ind,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
48,NR,<,NR,Colorado State,MWC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
49,NR,<,NR,Georgia Tech,ACC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
50,NR,<,NR,Iowa,Big Ten,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
51,NR,<,NR,Louisiana Tech,CUSA,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
52,NR,<,NR,Maryland,Big Ten,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
53,NR,<,NR,Memphis,AAC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
54,NR,<,NR,Minnesota,Big Ten,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
55,NR,<,NR,Mississippi State,SEC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
56,NR,<,NR,North Carolina,ACC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
57,NR,<,NR,Syracuse,ACC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
58,NR,<,NR,Temple,AAC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
59,NR,<,NR,Toledo,MAC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
60,NR,<,NR,Troy,Sun Belt,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
61,NR,<,NR,Wyoming,MWC,0-0,0,RV,DNP,PreseasonAug 21[1],2017,,
62,1,<,1,Alabama (60),SEC,1-0,1524,*1,W 24-7 N #3 Florida State (Chick-fil-A Kickoff),Week 1Sep 5[2],2017,,
63,2,<,2,Ohio State (1),Big Ten,1-0,1445,*2,W 49-21 A Indiana,Week 1Sep 5[2],2017,,
64,3,<,5,Clemson,ACC,1-0,1317,*3,W 56-3 H Kent State,Week 1Sep 5[2],2017,,
65,4,<,6,Penn State,Big Ten,1-0,1303,4,W 52-0 H Akron,Week 1Sep 5[2],2017,,
66,5,<,7,Oklahoma,Big 12,1-0,1253,6,W 56-7 H UTEP,Week 1Sep 5[2],2017,,
67,6,<,4,USC,Pac-12,1-0,1224,5,W 49-31 H Western Michigan,Week 1Sep 5[2],2017,,
68,7,<,8,Washington,Pac-12,1-0,1083,7,W 30-14 A Rutgers,Week 1Sep 5[2],2017,,
69,8,<,11,Michigan,Big Ten,1-0,1051,8,W 33-17 N #17 Florida,Week 1Sep 5[2],2017,,
70,9,<,9,Wisconsin,Big Ten,1-0,979,11,W 59-10 H Utah State,Week 1Sep 5[2],2017,,
71,10,<,3,Florida State,ACC,0-1,976,9,L 24-7 N #1 Alabama (Chick-fil-A Kickoff),Week 1Sep 5[2],2017,,
72,11,<,10,Oklahoma State,Big 12,1-0,950,10,W 59-24 H Tulsa,Week 1Sep 5[2],2017,,
73,12,<,13,LSU,SEC,1-0,898,12,W 27-0 N BYU (Advocare Texas Kickoff),Week 1Sep 5[2],2017,,
74,13,<,12,Auburn,SEC,1-0,873,13,W 41-7 H Georgia Southern,Week 1Sep 5[2],2017,,
75,14,<,14,Stanford,Pac-12,1-0,772,14,W 62-7 N Rice,Week 1Sep 5[2],2017,,
76,15,<,15,Georgia,SEC,1-0,685,15,W 31-10 H Appalachian State,Week 1Sep 5[2],2017,,
77,16,<,18,Miami (FL),ACC,1-0,537,17,W 41-13 H Bethune-Cookman,Week 1Sep 5[2],2017,,
78,17,<,16,Louisville,ACC,1-0,529,16,W 35-28 N Purdue,Week 1Sep 5[2],2017,,
79,18,<,21,Virginia Tech,ACC,1-0,490,18,W 31-24 N #22 West Virginia,Week 1Sep 5[2],2017,,
80,19,<,20,Kansas State,Big 12,1-0,398,19,W 55-19 H Central Arkansas,Week 1Sep 5[2],2017,,
81,20,<,24,Washington State,Pac-12,1-0,216,22,W 31-0 H Montana State,Week 1Sep 5[2],2017,,
82,21,<,19,South Florida,AAC,2-0,207,20,W 42-22 A San Jose State,Week 1Sep 5[2],2017,,
83,22,<,17,Florida,SEC,0-1,164,24,L 33-17 N #11 Michigan,Week 1Sep 5[2],2017,,
84,23,<,NR,TCU,Big 12,1-0,154,RV,W 63-0 H Jackson State,Week 1Sep 5[2],2017,,
85,24,<,NR,Notre Dame,Ind,1-0,141,25,W 49-16 H Temple,Week 1Sep 5[2],2017,,
86,25,<,25,Tennessee,SEC,1-0,124,21,W 42-41 (2OT) N Georgia Tech (Chick-fil-A Kickoff),Week 1Sep 5[2],2017,,
87,RV,<,NR,Utah,Pac-12,1-0,96,23,W 37-16 H North Dakota,Week 1Sep 5[2],2017,,
88,RV,<,NR,UCLA,Pac-12,1-0,82,RV,W 45-44 H Texas A&M,Week 1Sep 5[2],2017,,
89,RV,<,22,West Virginia,Big 12,0-1,70,RV,L 31-24 N #21 Virginia Tech,Week 1Sep 5[2],2017,,
90,RV,<,NR,Colorado,Pac-12,1-0,65,RV,W 17-3 N Colorado State,Week 1Sep 5[2],2017,,
91,RV,<,NR,Maryland,Big Ten,1-0,45,RV,W 51-41 A #23 Texas,Week 1Sep 5[2],2017,,
92,RV,<,NR,Oregon,Pac-12,1-0,44,RV,W 77-21 H Southern Utah,Week 1Sep 5[2],2017,,
93,RV,<,NR,South Carolina,SEC,1-0,44,RV,W 35-28 N NC State,Week 1Sep 5[2],2017,,
94,RV,<,NR,Boise State,MWC,1-0,22,RV,W 24-13 H Troy,Week 1Sep 5[2],2017,,
95,RV,<,NR,Northwestern,Big Ten,1-0,20,RV,W 31-20 H Nevada,Week 1Sep 5[2],2017,,
96,RV,<,NR,Houston,AAC,0-0,14,RV,DNP,Week 1Sep 5[2],2017,,
97,RV,<,NR,San Diego State,MWC,1-0,11,RV,W 38-17 H UC Davis,Week 1Sep 5[2],2017,,
98,RV,<,NR,Kentucky,SEC,1-0,4,RV,W 24-17 A Southern Miss,Week 1Sep 5[2],2017,,
99,RV,<,NR,Texas Tech,Big 12,1-0,4,NR,W 56-10 H Eastern Washington,Week 1Sep 5[2],2017,,
100,RV,<,NR,Iowa,Big Ten,1-0,3,RV,W 24-3 H Wyoming,Week 1Sep 5[2],2017,,
101,RV,<,NR,California,Pac-12,1-0,2,RV,W 35-30 A North Carolina,Week 1Sep 5[2],2017,,
102,RV,<,NR,Michigan State,Big Ten,1-0,1,NR,W 35-10 H Bowling Green,Week 1Sep 5[2],2017,,
103,RV,<,NR,Mississippi State,SEC,1-0,1,RV,W 49-0 H Charleston Southern,Week 1Sep 5[2],2017,,
104,RV,<,NR,Navy,AAC,1-0,1,RV,W 42-19 A Florida Atlantic,Week 1Sep 5[2],2017,,
105,RV,<,NR,Nebraska,Big Ten,1-0,1,RV,W 43-36 H Arkansas State,Week 1Sep 5[2],2017,,
106,RV,<,NR,Pittsburgh,ACC,1-0,1,RV,W 28-21 (1OT) H Youngstown State,Week 1Sep 5[2],2017,,
107,RV,<,NR,Vanderbilt,SEC,1-0,1,RV,W 28-6 A Middle Tennessee,Week 1Sep 5[2],2017,,
108,NR,<,23,Texas,Big 12,0-1,0,RV,L 51-41 H Maryland,Week 1Sep 5[2],2017,,
109,NR,<,NR,Arizona,Pac-12,1-0,0,RV,W 62-24 H Northern Arizona,Week 1Sep 5[2],2017,,
110,NR,<,NR,Arkansas,SEC,1-0,0,RV,W 49-7 H Florida A&M,Week 1Sep 5[2],2017,,
111,NR,<,NR,Army,Ind,1-0,0,RV,W 64-6 H Fordham,Week 1Sep 5[2],2017,,
112,NR,<,NR,Georgia Tech,ACC,0-1,0,RV,L 42-41 (2OT) N #25 Tennessee (Chick-fil-A Kickoff),Week 1Sep 5[2],2017,,
113,NR,<,NR,Memphis,AAC,1-0,0,RV,W 37-29 H Louisiana-Monroe,Week 1Sep 5[2],2017,,
114,NR,<,NR,Minnesota,Big Ten,1-0,0,RV,W 17-7 H Buffalo,Week 1Sep 5[2],2017,,
115,NR,<,NR,NC State,ACC,0-1,0,RV,L 35-28 N South Carolina,Week 1Sep 5[2],2017,,
116,NR,<,NR,Syracuse,ACC,1-0,0,RV,W 50-7 H Central Connecticut,Week 1Sep 5[2],2017,,
117,NR,<,NR,UCF,AAC,1-0,0,RV,W 61-17 H Florida International,Week 1Sep 5[2],2017,,
118,1,<,1,Alabama (58),SEC,2-0,1522,*1,W 41-10 H Fresno State,Week 2Sep 10[3],2017,0,
119,2,<,5,Oklahoma (2),Big 12,2-0,1447,3,W 31-16 A #2 Ohio State,Week 2Sep 10[3],2017,+5,
120,3,<,3,Clemson (1),ACC,2-0,1380,*2,W 14-6 H #13 Auburn,Week 2Sep 10[3],2017,+2,
121,4,<,6,USC,Pac-12,2-0,1324,4,W 42-24 H #14 Stanford,Week 2Sep 10[3],2017,0,
122,5,<,4,Penn State,Big Ten,2-0,1299,5,W 33-14 H Pittsburgh,Week 2Sep 10[3],2017,+1,
123,6,<,7,Washington,Pac-12,2-0,1124,6,W 63-7 H Montana,Week 2Sep 10[3],2017,+2,
124,7,<,8,Michigan,Big Ten,2-0,1107,7,W 36-14 H Cincinnati,Week 2Sep 10[3],2017,+4,
125,8,<,2,Ohio State,Big Ten,1-1,1003,9,L 31-16 H #5 Oklahoma,Week 2Sep 10[3],2017,-6,
126,9,<,11,Oklahoma State,Big 12,2-0,1002,8,W 44-7 A South Alabama,Week 2Sep 10[3],2017,+1,
127,10,<,9,Wisconsin,Big Ten,2-0,993,12,W 31-14 H Florida Atlantic,Week 2Sep 10[3],2017,-1,
128,11,<,10,Florida State,ACC,0-1,944,10,DNP,Week 2Sep 10[3],2017,-8,
129,12,<,12,LSU,SEC,2-0,935,11,W 45-10 H Chattanooga,Week 2Sep 10[3],2017,+1,
130,13,<,15,Georgia,SEC,2-0,882,13,W 20-19 A #24 Notre Dame,Week 2Sep 10[3],2017,+2,
131,14,<,17,Louisville,ACC,2-0,658,14,W 47-35 A North Carolina,Week 2Sep 10[3],2017,+2,
132,15,<,13,Auburn,SEC,1-1,591,17,L 14-6 A #3 Clemson,Week 2Sep 10[3],2017,-3,
133,16,<,18,Virginia Tech,ACC,2-0,559,16,W 27-0 H Delaware,Week 2Sep 10[3],2017,+5,
134,17,<,16,Miami (FL),ACC,1-0,542,15,DNP,Week 2Sep 10[3],2017,+1,
135,18,<,19,Kansas State,Big 12,2-0,475,18,W 55-7 H Charlotte,Week 2Sep 10[3],2017,+2,
136,19,<,14,Stanford,Pac-12,1-1,364,19,L 42-24 A #6 USC,Week 2Sep 10[3],2017,-5,
137,20,<,23,TCU,Big 12,2-0,352,20,W 28-7 A Arkansas,Week 2Sep 10[3],2017,+6,
138,21,<,20,Washington State,Pac-12,2-0,233,22,W 47-44 (3OT) H Boise State,Week 2Sep 10[3],2017,+3,
139,22,<,21,South Florida,AAC,2-0,188,21,DNP,Week 2Sep 10[3],2017,-3,
140,23,<,25,Tennessee,SEC,2-0,159,23,W 42-7 H Indiana State,Week 2Sep 10[3],2017,+2,
141,24,<,22,Florida,SEC,0-1,146,25,DNP,Week 2Sep 10[3],2017,-7,
142,25,<,NR,UCLA,Pac-12,2-0,119,RV,W 56-23 H Hawaii,Week 2Sep 10[3],2017,+1,
143,RV,<,NR,Utah,Pac-12,2-0,101,24,W 19-13 A BYU,Week 2Sep 10[3],2017,--,
144,RV,<,NR,South Carolina,SEC,2-0,72,RV,W 31-13 A Missouri,Week 2Sep 10[3],2017,--,
145,RV,<,NR,Colorado,Pac-12,2-0,66,RV,W 37-3 H Texas State,Week 2Sep 10[3],2017,--,
146,RV,<,NR,West Virginia,Big 12,1-1,63,RV,W 56-20 H East Carolina,Week 2Sep 10[3],2017,-4,
147,RV,<,NR,Oregon,Pac-12,2-0,61,RV,W 42-35 H Nebraska,Week 2Sep 10[3],2017,--,
148,RV,<,NR,Maryland,Big Ten,2-0,42,RV,W 63-17 H Towson,Week 2Sep 10[3],2017,--,
149,RV,<,24,Notre Dame,Ind,1-1,31,RV,L 20-19 H #15 Georgia,Week 2Sep 10[3],2017,--,
150,RV,<,NR,San Diego State,MWC,2-0,16,RV,W 30-20 A Arizona State,Week 2Sep 10[3],2017,--,
151,RV,<,NR,Houston,AAC,1-0,10,RV,W 19-16 A Arizona,Week 2Sep 10[3],2017,--,
152,RV,<,NR,Boise State,MWC,1-1,3,RV,L 47-44 (3OT) A #20 Washington State,Week 2Sep 10[3],2017,--,
153,RV,<,NR,Mississippi State,SEC,2-0,3,RV,W 57-21 A Louisiana Tech,Week 2Sep 10[3],2017,--,
154,RV,<,NR,California,Pac-12,2-0,2,NR,W 33-20 H Weber State,Week 2Sep 10[3],2017,--,
155,RV,<,NR,Iowa,Big Ten,2-0,2,RV,W 44-41 (1OT) A Iowa State,Week 2Sep 10[3],2017,--,
156,RV,<,NR,Texas Tech,Big 12,1-0,2,NR,DNP,Week 2Sep 10[3],2017,--,
157,RV,<,NR,Vanderbilt,SEC,2-0,2,RV,W 42-0 H Alabama A&M,Week 2Sep 10[3],2017,--,
158,RV,<,NR,Michigan State,Big Ten,2-0,1,RV,W 28-14 H Western Michigan,Week 2Sep 10[3],2017,--,
159,NR,<,NR,Appalachian State,Sun Belt,1-1,0,RV,W 54-7 H Savannah State,Week 2Sep 10[3],2017,--,
160,NR,<,NR,Army,Ind,2-0,0,RV,W 21-17 H Buffalo,Week 2Sep 10[3],2017,--,
161,NR,<,NR,Duke,ACC,2-0,0,RV,W 41-17 H Northwestern,Week 2Sep 10[3],2017,--,
162,NR,<,NR,Kentucky,SEC,2-0,0,RV,W 27-16 H Eastern Kentucky,Week 2Sep 10[3],2017,--,
163,NR,<,NR,Memphis,AAC,1-0,0,RV,DNP,Week 2Sep 10[3],2017,--,
164,NR,<,NR,Minnesota,Big Ten,2-0,0,RV,W 48-14 A Oregon State,Week 2Sep 10[3],2017,--,
165,NR,<,NR,Navy,AAC,2-0,0,RV,W 23-21 H Tulane,Week 2Sep 10[3],2017,--,
166,NR,<,NR,NC State,ACC,1-1,0,RV,W 37-20 H Marshall,Week 2Sep 10[3],2017,--,
167,NR,<,NR,UCF,AAC,1-0,0,RV,DNP,Week 2Sep 10[3],2017,--,
168,1,<,1,Alabama (45),SEC,3-0,1504,*1,W 41-23 H Colorado State,Week 3Sep 17[4],2017,0,
169,2,<,3,Clemson (15),ACC,3-0,1446,*2,W 47-21 A #14 Louisville,Week 3Sep 17[4],2017,+1,
170,3,<,2,Oklahoma (1),Big 12,3-0,1432,3,W 56-14 H Tulane,Week 3Sep 17[4],2017,+2,
171,4,<,5,Penn State,Big Ten,3-0,1306,4,W 56-0 H Georgia State,Week 3Sep 17[4],2017,0,
172,5,<,4,USC,Pac-12,3-0,1241,5,W 27-24 (2OT) H Texas,Week 3Sep 17[4],2017,+1,
173,6,<,9,Oklahoma State,Big 12,3-0,1154,7,W 59-21 A Pittsburgh,Week 3Sep 17[4],2017,+5,
174,7,<,6,Washington,Pac-12,3-0,1141,6,W 48-16 H Fresno State,Week 3Sep 17[4],2017,0,
175,8,<,7,Michigan,Big Ten,3-0,1081,8,W 29-13 H Air Force,Week 3Sep 17[4],2017,0,
176,9,<,10,Wisconsin,Big Ten,3-0,1031,10,W 40-6 A BYU,Week 3Sep 17[4],2017,0,
177,10,<,8,Ohio State,Big Ten,2-1,1015,9,W 38-7 H Army,Week 3Sep 17[4],2017,-8,
178,11,<,13,Georgia,SEC,3-0,940,12,W 42-14 H Samford,Week 3Sep 17[4],2017,+4,
179,12,<,11,Florida State,ACC,0-1,922,11,DNP,Week 3Sep 17[4],2017,-2,
180,13,<,16,Virginia Tech,ACC,3-0,730,13,W 64-17 A East Carolina,Week 3Sep 17[4],2017,+5,
181,14,<,17,Miami (FL),ACC,1-0,606,14,DNP,Week 3Sep 17[4],2017,+2,
182,15,<,15,Auburn,SEC,2-1,596,16,W 24-10 H Mercer,Week 3Sep 17[4],2017,-2,
183,16,<,20,TCU,Big 12,3-0,553,15,W 56-36 H SMU,Week 3Sep 17[4],2017,+7,
184,17,<,NR,Mississippi State,SEC,3-0,532,19,W 37-7 H #12 LSU,Week 3Sep 17[4],2017,+9,
185,18,<,21,Washington State,Pac-12,3-0,419,18,W 52-23 H Oregon State,Week 3Sep 17[4],2017,+2,
186,19,<,14,Louisville,ACC,2-1,356,20,L 47-21 H #3 Clemson,Week 3Sep 17[4],2017,-2,
187,20,<,24,Florida,SEC,1-1,308,22,W 26-20 H #23 Tennessee,Week 3Sep 17[4],2017,+2,
188,21,<,22,South Florida,AAC,3-0,272,17,W 47-23 H Illinois,Week 3Sep 17[4],2017,0,
189,22,<,NR,San Diego State,MWC,3-0,201,25,W 20-17 H #19 Stanford,Week 3Sep 17[4],2017,+4,
190,23,<,NR,Utah,Pac-12,3-0,194,21,W 54-16 H San Jose State,Week 3Sep 17[4],2017,+3,
191,24,<,NR,Oregon,Pac-12,3-0,158,24,W 49-13 A Wyoming,Week 3Sep 17[4],2017,+2,
192,25,<,12,LSU,SEC,2-1,153,23,L 37-7 A Mississippi State,Week 3Sep 17[4],2017,-13,
193,RV,<,NR,West Virginia,Big 12,2-1,114,RV,W 59-16 H Delaware State,Week 3Sep 17[4],2017,--,
194,RV,<,NR,Colorado,Pac-12,3-0,93,RV,W 41-21 H Northern Colorado,Week 3Sep 17[4],2017,--,
195,RV,<,NR,Maryland,Big Ten,2-0,84,RV,DNP,Week 3Sep 17[4],2017,--,
196,RV,<,NR,Vanderbilt,SEC,3-0,83,RV,W 14-7 H #18 Kansas State,Week 3Sep 17[4],2017,--,
197,RV,<,NR,Notre Dame,Ind,2-1,57,RV,W 49-20 A Boston College,Week 3Sep 17[4],2017,-2,
198,RV,<,NR,Memphis,AAC,2-0,21,RV,W 48-45 H #25 UCLA,Week 3Sep 17[4],2017,--,
199,RV,<,NR,California,Pac-12,3-0,19,RV,W 27-16 H Mississippi,Week 3Sep 17[4],2017,--,
200,RV,<,19,Stanford,Pac-12,1-2,16,RV,L 20-17 A San Diego State,Week 3Sep 17[4],2017,-12,
201,RV,<,NR,Kentucky,SEC,3-0,11,RV,W 23-13 A South Carolina,Week 3Sep 17[4],2017,--,
202,RV,<,18,Kansas State,Big 12,2-1,10,RV,L 14-7 A Vanderbilt,Week 3Sep 17[4],2017,-7,
203,RV,<,NR,Duke,ACC,3-0,10,RV,W 34-20 H Baylor,Week 3Sep 17[4],2017,--,
204,RV,<,23,Tennessee,SEC,2-1,6,RV,L 26-20 A #24 Florida,Week 3Sep 17[4],2017,-1,
205,RV,<,NR,Texas Tech,Big 12,2-0,4,NR,W 52-45 H Arizona State,Week 3Sep 17[4],2017,--,
206,RV,<,NR,Iowa,Big Ten,3-0,2,RV,W 31-14 H North Texas,Week 3Sep 17[4],2017,--,
207,RV,<,NR,Wake Forest,ACC,3-0,2,RV,W 46-10 H Utah State,Week 3Sep 17[4],2017,--,
208,RV,<,NR,Houston,AAC,2-0,1,RV,W 38-3 H Rice,Week 3Sep 17[4],2017,--,
209,RV,<,NR,Michigan State,Big Ten,2-0,1,RV,DNP,Week 3Sep 17[4],2017,--,
210,NR,<,25,UCLA,Pac-12,2-1,0,NR,L 48-45 A Memphis,Week 3Sep 17[4],2017,--,
211,NR,<,NR,Appalachian State,Sun Belt,2-1,0,RV,W 20-13 A Texas State,Week 3Sep 17[4],2017,--,
212,NR,<,NR,Arkansas,SEC,1-1,0,RV,DNP,Week 3Sep 17[4],2017,--,
213,NR,<,NR,Boise State,MWC,2-1,0,RV,W 28-14 H New Mexico,Week 3Sep 17[4],2017,--,
214,NR,<,NR,Minnesota,Big Ten,3-0,0,RV,W 34-3 H Middle Tennessee,Week 3Sep 17[4],2017,--,
215,NR,<,NR,Navy,AAC,2-0,0,RV,DNP,Week 3Sep 17[4],2017,--,
216,NR,<,NR,NC State,ACC,2-1,0,RV,W 49-16 H Furman,Week 3Sep 17[4],2017,--,
217,1,<,1,Alabama (52),SEC,4-0,1515,*1,W 59-0 H Vanderbilt,Week 4Sep 24[5],2017,0,
218,2,<,2,Clemson (8),ACC,4-0,1458,*2,W 34-7 H Boston College,Week 4Sep 24[5],2017,+1,
219,3,<,3,Oklahoma (1),Big 12,4-0,1397,3,W 49-41 A Baylor,Week 4Sep 24[5],2017,-1,
220,4,<,4,Penn State,Big Ten,4-0,1304,4,W 21-19 A Iowa,Week 4Sep 24[5],2017,+1,
221,5,<,5,USC,Pac-12,4-0,1247,5,W 30-20 A California,Week 4Sep 24[5],2017,-1,
222,6,<,7,Washington,Pac-12,4-0,1188,6,W 37-10 A Colorado,Week 4Sep 24[5],2017,0,
223,7,<,11,Georgia,SEC,4-0,1136,8,W 31-3 H #17 Mississippi State,Week 4Sep 24[5],2017,+6,
224,8,<,8,Michigan,Big Ten,4-0,1088,7,W 28-10 A Purdue,Week 4Sep 24[5],2017,-1,
225,9,<,16,TCU,Big 12,4-0,1028,11,W 44-31 A #6 Oklahoma State,Week 4Sep 24[5],2017,+11,
226,10,<,9,Wisconsin,Big Ten,3-0,1023,10,DNP,Week 4Sep 24[5],2017,0,
227,11,<,10,Ohio State,Big Ten,3-1,1016,9,W 54-21 H UNLV,Week 4Sep 24[5],2017,-3,
228,12,<,13,Virginia Tech,ACC,4-0,828,12,W 38-0 H Old Dominion,Week 4Sep 24[5],2017,+4,
229,13,<,15,Auburn,SEC,3-1,701,15,W 51-14 A Missouri,Week 4Sep 24[5],2017,+2,
230,14,<,14,Miami (FL),ACC,2-0,693,13,W 52-30 H Toledo,Week 4Sep 24[5],2017,+3,
231,15,<,6,Oklahoma State,Big 12,3-1,665,14,L 44-31 H #16 TCU,Week 4Sep 24[5],2017,-6,
232,16,<,18,Washington State,Pac-12,4-0,551,16,W 45-7 H Nevada,Week 4Sep 24[5],2017,+5,
233,17,<,19,Louisville,ACC,3-1,502,18,W 42-3 H Kent State,Week 4Sep 24[5],2017,-3,
234,18,<,21,South Florida,AAC,4-0,406,17,W 43-7 H Temple,Week 4Sep 24[5],2017,+4,
235,19,<,22,San Diego State,MWC,4-0,365,21,W 28-24 A Air Force,Week 4Sep 24[5],2017,+7,
236,20,<,23,Utah,Pac-12,4-0,356,19,W 30-24 A Arizona,Week 4Sep 24[5],2017,+6,
237,21,<,20,Florida,SEC,2-1,342,20,W 28-27 A Kentucky,Week 4Sep 24[5],2017,+3,
238,22,<,NR,Notre Dame,Ind,3-1,246,RV,W 38-18 A Michigan State,Week 4Sep 24[5],2017,+4,
239,23,<,NR,West Virginia,Big 12,3-1,212,23,W 56-34 A Kansas,Week 4Sep 24[5],2017,+3,
240,24,<,17,Mississippi State,SEC,3-1,148,24,L 31-3 A #11 Georgia,Week 4Sep 24[5],2017,+2,
241,25,<,25,LSU,SEC,3-1,92,22,W 35-26 H Syracuse,Week 4Sep 24[5],2017,-13,
242,RV,<,NR,NC State,ACC,3-1,87,RV,W 27-21 A #12 Florida State,Week 4Sep 24[5],2017,--,
243,RV,<,NR,Duke,ACC,4-0,79,RV,W 27-17 A North Carolina,Week 4Sep 24[5],2017,--,
