,MatchupPair,games,wins,WinPct,HomeRank,AwayRank,P-Value
261,19-8,5,2,0.4,19,8,0.5
262,19-9,5,4,0.8,19,9,0.03125
263,2-1,11,8,0.7272727272727273,2,1,0.03271484375
264,2-10,8,7,0.875,2,10,0.00390625
265,2-11,10,7,0.7,2,11,0.0546875
266,2-12,7,6,0.8571428571428571,2,12,0.0078125
267,2-13,4,2,0.5,2,13,0.3125
268,2-14,8,5,0.625,2,14,0.14453125
269,2-15,5,2,0.4,2,15,0.5
270,2-16,7,4,0.5714285714285714,2,16,0.2265625
271,2-17,7,6,0.8571428571428571,2,17,0.0078125
272,2-18,6,6,1.0,2,18,0.0
273,2-19,5,5,1.0,2,19,0.0
274,2-20,7,5,0.7142857142857143,2,20,0.0625
275,2-21,1,1,1.0,2,21,0.0
276,2-22,6,5,0.8333333333333334,2,22,0.015625
277,2-23,4,4,1.0,2,23,0.0
278,2-24,4,4,1.0,2,24,0.0
279,2-25,3,2,0.6666666666666666,2,25,0.125
280,2-3,8,5,0.625,2,3,0.14453125
281,2-4,13,7,0.5384615384615384,2,4,0.29052734375
282,2-5,8,4,0.5,2,5,0.36328125
283,2-6,10,9,0.9,2,6,0.0009765625
284,2-7,7,7,1.0,2,7,0.0
285,2-8,11,6,0.5454545454545454,2,8,0.2744140625
286,2-9,13,10,0.7692307692307693,2,9,0.01123046875
287,20-1,7,3,0.42857142857142855,20,1,0.5
288,20-10,5,2,0.4,20,10,0.5
289,20-11,9,2,0.2222222222222222,20,11,0.08984375
290,20-12,10,6,0.6,20,12,0.171875
291,20-13,9,6,0.6666666666666666,20,13,0.08984375
292,20-14,5,4,0.8,20,14,0.03125
293,20-15,3,2,0.6666666666666666,20,15,0.125
294,20-16,10,7,0.7,20,16,0.0546875
295,20-17,3,1,0.3333333333333333,20,17,0.5
296,20-18,12,8,0.6666666666666666,20,18,0.072998046875
297,20-19,7,5,0.7142857142857143,20,19,0.0625
298,20-2,4,2,0.5,20,2,0.3125
299,20-21,2,1,0.5,20,21,0.25
300,20-22,4,4,1.0,20,22,0.0
301,20-23,1,0,0.0,20,23,0.5
302,20-24,3,2,0.6666666666666666,20,24,0.125
303,20-25,2,1,0.5,20,25,0.25
304,20-3,9,3,0.3333333333333333,20,3,0.25390625
305,20-4,5,2,0.4,20,4,0.5
306,20-5,9,6,0.6666666666666666,20,5,0.08984375
307,20-6,5,1,0.2,20,6,0.1875
308,20-7,7,4,0.5714285714285714,20,7,0.2265625
309,20-8,4,3,0.75,20,8,0.0625
310,20-9,10,4,0.4,20,9,0.376953125
311,21-1,3,2,0.6666666666666666,21,1,0.125
312,21-10,5,3,0.6,21,10,0.1875
313,21-11,4,2,0.5,21,11,0.3125
314,21-12,4,2,0.5,21,12,0.3125
315,21-13,2,2,1.0,21,13,0.0
316,21-14,3,1,0.3333333333333333,21,14,0.5
317,21-15,4,3,0.75,21,15,0.0625
318,21-16,3,3,1.0,21,16,0.0
319,21-17,5,2,0.4,21,17,0.5
320,21-18,3,2,0.6666666666666666,21,18,0.125
321,21-19,3,2,0.6666666666666666,21,19,0.125
322,21-2,3,1,0.3333333333333333,21,2,0.5
323,21-20,2,1,0.5,21,20,0.25
324,21-22,5,4,0.8,21,22,0.03125
325,21-23,5,2,0.4,21,23,0.5
326,21-24,4,3,0.75,21,24,0.0625
327,21-25,1,1,1.0,21,25,0.0
328,21-3,3,0,0.0,21,3,0.125
329,21-4,3,0,0.0,21,4,0.125
330,21-5,2,1,0.5,21,5,0.25
331,21-6,3,1,0.3333333333333333,21,6,0.5
332,21-7,2,1,0.5,21,7,0.25
333,21-8,3,2,0.6666666666666666,21,8,0.125
334,21-9,3,2,0.6666666666666666,21,9,0.125
335,22-1,3,0,0.0,22,1,0.125
336,22-10,3,2,0.6666666666666666,22,10,0.125
337,22-11,4,2,0.5,22,11,0.3125
338,22-12,4,3,0.75,22,12,0.0625
339,22-13,4,4,1.0,22,13,0.0
340,22-14,2,0,0.0,22,14,0.25
341,22-15,3,1,0.3333333333333333,22,15,0.5
342,22-16,7,6,0.8571428571428571,22,16,0.0078125
343,22-17,2,2,1.0,22,17,0.0
344,22-18,2,2,1.0,22,18,0.0
345,22-19,5,4,0.8,22,19,0.03125
346,22-2,4,3,0.75,22,2,0.0625
347,22-20,1,0,0.0,22,20,0.5
348,22-21,4,4,1.0,22,21,0.0
349,22-23,2,1,0.5,22,23,0.25
350,22-24,1,1,1.0,22,24,0.0
351,22-25,3,3,1.0,22,25,0.0
352,22-3,1,0,0.0,22,3,0.5
353,22-4,3,1,0.3333333333333333,22,4,0.5
354,22-5,5,1,0.2,22,5,0.1875
355,22-6,1,1,1.0,22,6,0.0
356,22-7,1,0,0.0,22,7,0.5
357,22-8,6,5,0.8333333333333334,22,8,0.015625
358,22-9,4,3,0.75,22,9,0.0625
359,23-1,6,1,0.16666666666666666,23,1,0.109375
360,23-10,2,1,0.5,23,10,0.25
361,23-11,2,1,0.5,23,11,0.25
362,23-12,5,4,0.8,23,12,0.03125
363,23-13,2,2,1.0,23,13,0.0
364,23-14,2,0,0.0,23,14,0.25
365,23-15,6,5,0.8333333333333334,23,15,0.015625
366,23-16,5,4,0.8,23,16,0.03125
367,23-17,6,5,0.8333333333333334,23,17,0.015625
368,23-18,7,6,0.8571428571428571,23,18,0.0078125
369,23-19,2,2,1.0,23,19,0.0
370,23-2,2,1,0.5,23,2,0.25
371,23-20,2,2,1.0,23,20,0.0
372,23-21,5,5,1.0,23,21,0.0
373,23-22,3,3,1.0,23,22,0.0
374,23-24,2,1,0.5,23,24,0.25
375,23-25,5,5,1.0,23,25,0.0
376,23-3,7,3,0.42857142857142855,23,3,0.5
377,23-4,2,1,0.5,23,4,0.25
378,23-5,2,1,0.5,23,5,0.25
379,23-6,2,1,0.5,23,6,0.25
380,23-7,7,5,0.7142857142857143,23,7,0.0625
381,23-8,2,2,1.0,23,8,0.0
382,23-9,2,2,1.0,23,9,0.0
383,24-1,2,0,0.0,24,1,0.25
384,24-10,2,2,1.0,24,10,0.0
385,24-11,6,3,0.5,24,11,0.34375
386,24-12,6,5,0.8333333333333334,24,12,0.015625
387,24-13,2,1,0.5,24,13,0.25
388,24-14,4,1,0.25,24,14,0.3125
389,24-15,3,1,0.3333333333333333,24,15,0.5
390,24-16,4,3,0.75,24,16,0.0625
391,24-17,3,3,1.0,24,17,0.0
392,24-18,4,3,0.75,24,18,0.0625
393,24-19,2,2,1.0,24,19,0.0
394,24-2,7,3,0.42857142857142855,24,2,0.5
395,24-20,4,4,1.0,24,20,0.0
396,24-21,4,1,0.25,24,21,0.3125
397,24-22,4,2,0.5,24,22,0.3125
398,24-23,2,2,1.0,24,23,0.0
399,24-25,3,2,0.6666666666666666,24,25,0.125
400,24-3,2,0,0.0,24,3,0.25
401,24-4,6,2,0.3333333333333333,24,4,0.34375
402,24-5,3,1,0.3333333333333333,24,5,0.5
403,24-6,1,0,0.0,24,6,0.5
404,24-7,4,2,0.5,24,7,0.3125
405,24-8,4,3,0.75,24,8,0.0625
406,24-9,4,3,0.75,24,9,0.0625
407,25-1,5,2,0.4,25,1,0.5
408,25-10,4,2,0.5,25,10,0.3125
409,25-11,7,6,0.8571428571428571,25,11,0.0078125
410,25-12,5,4,0.8,25,12,0.03125
411,25-13,5,3,0.6,25,13,0.1875
412,25-14,2,0,0.0,25,14,0.25
413,25-15,2,1,0.5,25,15,0.25
414,25-16,3,2,0.6666666666666666,25,16,0.125
415,25-17,5,2,0.4,25,17,0.5
416,25-18,2,1,0.5,25,18,0.25
417,25-19,1,1,1.0,25,19,0.0
418,25-2,1,0,0.0,25,2,0.5
419,25-20,4,4,1.0,25,20,0.0
420,25-21,2,1,0.5,25,21,0.25
421,25-22,2,1,0.5,25,22,0.25
422,25-23,2,2,1.0,25,23,0.0
423,25-24,4,4,1.0,25,24,0.0
424,25-3,2,2,1.0,25,3,0.0
425,25-4,2,0,0.0,25,4,0.25
426,25-5,4,1,0.25,25,5,0.3125
427,25-6,5,3,0.6,25,6,0.1875
428,25-7,4,1,0.25,25,7,0.3125
429,25-8,1,1,1.0,25,8,0.0
430,25-9,2,2,1.0,25,9,0.0
431,3-1,7,3,0.42857142857142855,3,1,0.5
432,3-10,7,5,0.7142857142857143,3,10,0.0625
433,3-11,9,6,0.6666666666666666,3,11,0.08984375
434,3-12,7,5,0.7142857142857143,3,12,0.0625
435,3-13,6,6,1.0,3,13,0.0
436,3-14,6,2,0.3333333333333333,3,14,0.34375
437,3-15,4,3,0.75,3,15,0.0625
438,3-16,7,7,1.0,3,16,0.0
439,3-17,10,7,0.7,3,17,0.0546875
440,3-18,7,6,0.8571428571428571,3,18,0.0078125
441,3-19,4,2,0.5,3,19,0.3125
442,3-2,9,4,0.4444444444444444,3,2,0.5
443,3-20,7,5,0.7142857142857143,3,20,0.0625
444,3-21,4,3,0.75,3,21,0.0625
445,3-22,3,3,1.0,3,22,0.0
446,3-23,2,0,0.0,3,23,0.25
447,3-24,4,3,0.75,3,24,0.0625
448,3-25,3,3,1.0,3,25,0.0
449,3-4,12,7,0.5833333333333334,3,4,0.19384765625
450,3-5,7,6,0.8571428571428571,3,5,0.0078125
451,3-6,6,2,0.3333333333333333,3,6,0.34375
452,3-7,10,7,0.7,3,7,0.0546875
453,3-8,9,6,0.6666666666666666,3,8,0.08984375
454,3-9,12,10,0.8333333333333334,3,9,0.003173828125
455,4-1,10,5,0.5,4,1,0.376953125
456,4-10,6,5,0.8333333333333334,4,10,0.015625
457,4-11,10,9,0.9,4,11,0.0009765625
458,4-12,5,2,0.4,4,12,0.5
459,4-13,3,3,1.0,4,13,0.0
460,4-14,10,6,0.6,4,14,0.171875
461,4-15,8,4,0.5,4,15,0.36328125
462,4-16,10,8,0.8,4,16,0.0107421875
463,4-17,8,7,0.875,4,17,0.00390625
464,4-18,4,4,1.0,4,18,0.0
465,4-19,8,8,1.0,4,19,0.0
466,4-2,8,3,0.375,4,2,0.36328125
467,4-20,5,5,1.0,4,20,0.0
468,4-21,4,3,0.75,4,21,0.0625
469,4-22,3,3,1.0,4,22,0.0
470,4-23,3,2,0.6666666666666666,4,23,0.125
471,4-24,2,2,1.0,4,24,0.0
472,4-25,7,7,1.0,4,25,0.0
473,4-3,17,8,0.47058823529411764,4,3,0.5
474,4-5,13,10,0.7692307692307693,4,5,0.01123046875
475,4-6,10,7,0.7,4,6,0.0546875
476,4-7,6,5,0.8333333333333334,4,7,0.015625
477,4-8,11,7,0.6363636363636364,4,8,0.11328125
478,4-9,8,7,0.875,4,9,0.00390625
479,5-1,15,7,0.4666666666666667,5,1,0.4999999999999999
480,5-10,9,5,0.5555555555555556,5,10,0.25390625
481,5-11,7,5,0.7142857142857143,5,11,0.0625
482,5-12,6,4,0.6666666666666666,5,12,0.109375
483,5-13,5,5,1.0,5,13,0.0
484,5-14,6,5,0.8333333333333334,5,14,0.015625
485,5-15,6,6,1.0,5,15,0.0
486,5-16,6,6,1.0,5,16,0.0
487,5-17,6,4,0.6666666666666666,5,17,0.109375
488,5-18,3,2,0.6666666666666666,5,18,0.125
489,5-19,7,5,0.7142857142857143,5,19,0.0625
490,5-2,8,5,0.625,5,2,0.14453125
491,5-20,7,5,0.7142857142857143,5,20,0.0625
492,5-21,1,1,1.0,5,21,0.0
493,5-22,2,2,1.0,5,22,0.0
494,5-23,2,1,0.5,5,23,0.25
495,5-24,4,2,0.5,5,24,0.3125
496,5-25,5,5,1.0,5,25,0.0
497,5-3,8,5,0.625,5,3,0.14453125
498,5-4,9,7,0.7777777777777778,5,4,0.01953125
499,5-6,6,5,0.8333333333333334,5,6,0.015625
500,5-7,5,4,0.8,5,7,0.03125
501,5-8,12,9,0.75,5,8,0.019287109375
502,5-9,7,6,0.8571428571428571,5,9,0.0078125
503,6-1,7,4,0.5714285714285714,6,1,0.2265625
504,6-10,11,9,0.8181818181818182,6,10,0.005859375
505,6-11,4,4,1.0,6,11,0.0
506,6-12,6,3,0.5,6,12,0.34375
507,6-13,5,5,1.0,6,13,0.0
508,6-14,3,3,1.0,6,14,0.0
509,6-15,4,4,1.0,6,15,0.0
510,6-16,10,8,0.8,6,16,0.0107421875
511,6-17,8,3,0.375,6,17,0.36328125
512,6-18,5,4,0.8,6,18,0.03125
513,6-19,6,4,0.6666666666666666,6,19,0.109375
514,6-2,7,1,0.14285714285714285,6,2,0.0625
515,6-20,5,3,0.6,6,20,0.1875
516,6-21,3,2,0.6666666666666666,6,21,0.125
517,6-22,3,3,1.0,6,22,0.0
518,6-23,1,1,1.0,6,23,0.0
519,6-24,5,2,0.4,6,24,0.5
520,6-25,3,2,0.6666666666666666,6,25,0.125
521,6-3,7,3,0.42857142857142855,6,3,0.5
522,6-4,7,4,0.5714285714285714,6,4,0.2265625
523,6-5,7,6,0.8571428571428571,6,5,0.0078125
524,6-7,12,8,0.6666666666666666,6,7,0.072998046875
525,6-8,10,8,0.8,6,8,0.0107421875
526,6-9,11,9,0.8181818181818182,6,9,0.005859375
527,7-1,4,1,0.25,7,1,0.3125
528,7-10,8,5,0.625,7,10,0.14453125
529,7-11,12,9,0.75,7,11,0.019287109375
530,7-12,4,4,1.0,7,12,0.0
531,7-13,7,4,0.5714285714285714,7,13,0.2265625
532,7-14,5,4,0.8,7,14,0.03125
533,7-15,4,4,1.0,7,15,0.0
534,7-16,9,7,0.7777777777777778,7,16,0.01953125
535,7-17,1,1,1.0,7,17,0.0
536,7-18,11,9,0.8181818181818182,7,18,0.005859375
537,7-19,11,10,0.9090909090909091,7,19,0.00048828125
538,7-2,11,6,0.5454545454545454,7,2,0.2744140625
539,7-20,4,4,1.0,7,20,0.0
540,7-21,1,1,1.0,7,21,0.0
541,7-22,2,2,1.0,7,22,0.0
542,7-23,3,3,1.0,7,23,0.0
543,7-24,6,6,1.0,7,24,0.0
544,7-25,6,5,0.8333333333333334,7,25,0.015625
545,7-3,8,6,0.75,7,3,0.03515625
546,7-4,9,7,0.7777777777777778,7,4,0.01953125
547,7-5,8,7,0.875,7,5,0.00390625
548,7-6,7,5,0.7142857142857143,7,6,0.0625
549,7-8,7,7,1.0,7,8,0.0
550,7-9,9,8,0.8888888888888888,7,9,0.001953125
551,8-1,5,1,0.2,8,1,0.1875
552,8-10,5,2,0.4,8,10,0.5
553,8-11,8,5,0.625,8,11,0.14453125
554,8-12,11,10,0.9090909090909091,8,12,0.00048828125
555,8-13,10,8,0.8,8,13,0.0107421875
556,8-14,12,7,0.5833333333333334,8,14,0.19384765625
557,8-15,7,6,0.8571428571428571,8,15,0.0078125
558,8-16,9,6,0.6666666666666666,8,16,0.08984375
559,8-17,4,4,1.0,8,17,0.0
560,8-18,5,3,0.6,8,18,0.1875
561,8-19,8,7,0.875,8,19,0.00390625
562,8-2,10,3,0.3,8,2,0.171875
